level,seed,gen,best_fitness,mean_fitness,best_expr,node_count,total_info,monotonicity,mean_rate,parsimony
1,0,1430,-0.0048606,-1000000.01232514,0,1,0.3485,0.0,0.0,0.005
1,0,1440,-0.0048606,-1000000.0119024,0,1,0.3485,0.0,0.0,0.005
1,0,1450,-0.0048606,-4000000.01183481,0,1,0.3485,0.0,0.0,0.005
1,0,1460,-0.0048606,-2000000.01265726,0,1,0.3485,0.0,0.0,0.005
1,0,1470,-0.0048606,-0.01193962,0,1,0.3485,0.0,0.0,0.005
1,0,1480,-0.0048606,-1000000.01146217,0,1,0.3485,0.0,0.0,0.005
1,0,1490,-0.0048606,-1000000.01161537,0,1,0.3485,0.0,0.0,0.005
1,0,1500,-0.0048606,-2000000.01186618,0,1,0.3485,0.0,0.0,0.005
1,0,1510,-0.0048606,-1000000.01239789,0,1,0.3485,0.0,0.0,0.005
1,0,1520,-0.0048606,-1000000.01244676,0,1,0.3485,0.0,0.0,0.005
1,0,1530,-0.0048606,-1000000.01226187,0,1,0.3485,0.0,0.0,0.005
1,0,1540,-0.0048606,-2000000.01208592,0,1,0.3485,0.0,0.0,0.005
1,0,1550,-0.0048606,-0.01249821,0,1,0.3485,0.0,0.0,0.005
1,0,1560,-0.0048606,-3000000.01191006,0,1,0.3485,0.0,0.0,0.005
1,0,1570,-0.0048606,-1000000.01179969,0,1,0.3485,0.0,0.0,0.005
1,0,1580,-0.0048606,-0.01204356,0,1,0.3485,0.0,0.0,0.005
1,0,1590,-0.0048606,-1000000.01207619,0,1,0.3485,0.0,0.0,0.005
1,0,1600,-0.0048606,-0.01154491,0,1,0.3485,0.0,0.0,0.005
1,0,1610,-0.0048606,-2000000.01212364,0,1,0.3485,0.0,0.0,0.005
1,0,1620,-0.0048606,-1000000.01249482,0,1,0.3485,0.0,0.0,0.005
1,0,1630,-0.0048606,-0.01214387,0,1,0.3485,0.0,0.0,0.005
1,0,1640,-0.0048606,-1000000.01159286,0,1,0.3485,0.0,0.0,0.005
1,0,1650,-0.0048606,-0.01183296,0,1,0.3485,0.0,0.0,0.005
1,0,1660,-0.0048606,-1000000.0118553,0,1,0.3485,0.0,0.0,0.005
